company,job-title,level,sql,python,excel, r ,", r,",tableau,power bi, ml ,", ml,",machine learning,remote,da,ds,country
Alexander Bürkle GmbH & Co. KG,Data Analyst* (m/w/d),Entry level,1,1,1,0,0,1,0,0,0,0,1,1,0,ger
DEVnet,Senior Data Analyst (BI & Data Science) (m/w/d),Mid-Senior level,0,1,0,0,0,1,0,0,0,1,0,1,0,ger
SOFTGAMES,Game Data Analyst (fully remote),Mid-Senior level,1,1,1,0,0,1,0,0,0,0,1,1,0,ger
EPLAN,Data Analyst (m/w/d),Entry level,1,1,0,1,0,0,0,0,0,0,0,1,0,ger
TecAlliance,Business Intelligence / Data Analyst (m/w/d),Mid-Senior level,1,1,0,1,0,0,0,0,0,0,0,1,0,ger
Continental,Data Analyst (m/w/d) - REF27365K,Not Applicable,0,0,0,0,0,0,0,0,0,1,0,1,0,ger
"Solera, Inc.",Business & Data Analyst,Mid-Senior level,1,0,0,0,0,0,0,1,0,0,1,1,0,ger
Rohde & Schwarz,Data Analyst Marketing (m/w/d),Not Applicable,0,0,1,0,0,0,0,0,0,0,0,1,0,ger
Gemma Analytics,Senior Data Analyst,Mid-Senior level,1,0,1,0,0,0,0,0,0,0,1,1,0,ger
Computer Futures,Data Analyst (m/w/d),Entry level,1,1,0,0,0,0,1,0,0,0,0,1,0,ger
Venturi,Senior Data Analyst (m/w/d),Mid-Senior level,1,0,0,0,0,0,0,0,0,0,1,1,0,ger
EPLAN,Data Analyst (m/w/d),Entry level,1,1,0,1,0,0,0,0,0,0,0,1,0,ger
GEA Group,Business Data Analyst (w/m/d),Not Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,ger
Orange Quarter,Data Analyst,Entry level,0,0,0,0,0,0,0,0,0,1,0,1,0,ger
Volt.io,Analytics Engineer,Mid-Senior level,1,1,1,1,0,1,1,0,0,0,0,1,0,ger
Pitch,Senior Data Analyst (m/f/d),Mid-Senior level,1,1,0,0,0,0,0,0,0,0,1,1,0,ger
UTA Edenred,BI Data Analyst (m/w/d),Mid-Senior level,1,0,0,0,0,1,1,0,0,0,0,1,0,ger
Gravitas Recruitment Group (Global) Ltd,Data Analyst,Mid-Senior level,0,0,0,0,0,0,0,0,0,0,0,1,0,ger
roadsurfer,Experienced Data Analyst (m/f/d),Mid-Senior level,1,1,0,0,0,0,1,0,0,0,0,1,0,ger
PARTS EUROPE - We Support The Sport®!,Data Analyst (m/w/d),Entry level,0,0,0,0,0,0,0,0,0,0,0,1,0,ger
zahneins,Data Analyst BI (m/w/d),Mid-Senior level,1,1,0,0,0,1,0,0,0,0,1,1,0,ger
Allianz Global Investors,Data Analyst for Finance (f/m/d),Not Applicable,1,0,1,0,0,0,0,0,0,0,1,1,0,ger
Prodware,Microsoft Data Analyst / Data Engineer,Associate,0,0,0,0,0,0,1,0,0,0,0,1,0,ger
